CreditScore,Gender,Age,Tenure,IsActiveMember,Exited
746,Female,21,8,1,0
517,Male,56,9,0,1
518,Female,41,5,0,0
373,Male,42,7,0,1
803,Male,43,3,0,0
597,Female,24,1,0,0
719,Female,37,9,0,1
681,Male,43,3,1,1
699,Male,43,2,0,0
536,Male,23,6,0,0
527,Male,53,8,1,0
729,Male,36,8,0,0
451,Female,38,9,1,0
778,Female,48,3,0,0
679,Female,26,3,1,0
777,Male,37,1,1,0
614,Male,38,2,0,0
757,Male,30,3,1,0
756,Female,24,1,0,0
479,Male,40,1,0,0
588,Female,64,3,1,0
465,Female,51,8,0,1
591,Female,56,9,1,1
622,Male,31,5,1,0
594,Male,28,0,0,0
641,Male,42,3,1,0
694,Female,37,3,1,0
656,Male,69,6,1,0
752,Female,35,2,0,1
800,Female,38,2,0,0
675,Female,38,1,0,1
483,Male,48,1,1,0
576,Female,36,8,1,0
599,Female,31,3,1,1
680,Male,31,9,0,0
607,Female,33,8,1,0
679,Female,28,9,1,0
493,Male,36,9,1,0
569,Female,43,7,1,0
646,Male,38,7,0,0
530,Female,33,4,1,0
829,Female,37,3,0,0
759,Female,74,6,1,0
837,Male,38,2,1,0
695,Male,46,7,0,0
518,Male,50,4,0,1
626,Male,21,1,0,0
695,Female,36,2,1,0
668,Male,34,5,0,0
497,Male,47,6,1,0
638,Female,41,9,0,1
730,Female,37,1,1,0
571,Male,49,4,0,0
784,Male,35,3,0,0
697,Female,76,7,1,0
755,Female,30,6,1,0
458,Male,36,5,0,0
470,Male,34,9,1,0
503,Female,36,9,1,0
492,Female,52,8,0,1
490,Male,40,6,0,0
757,Male,36,7,0,0
606,Female,39,3,0,1
577,Female,30,8,1,0
724,Male,30,7,0,0
627,Male,62,3,1,0
780,Male,34,5,0,0
585,Male,45,0,0,0
754,Male,35,4,1,0
609,Male,34,1,1,0
613,Male,33,3,1,0
607,Male,36,10,0,0
631,Female,31,2,0,0
593,Male,26,9,0,0
710,Male,33,1,0,0
791,Male,28,4,0,0
724,Male,41,2,1,0
663,Female,53,6,1,1
642,Female,40,6,1,1
622,Female,34,7,0,1
669,Male,43,1,1,0
598,Female,64,9,1,1
754,Male,28,8,1,0
466,Female,41,3,0,1
604,Male,33,3,0,1
600,Female,38,9,1,0
634,Male,37,5,0,0
687,Male,31,3,0,0
803,Female,50,8,0,1
429,Female,39,6,0,0
586,Female,56,9,1,0
644,Male,37,9,1,0
850,Male,40,4,1,0
706,Female,28,6,1,0
622,Male,27,9,1,0
758,Female,34,3,1,0
749,Male,24,1,1,0
451,Female,23,9,1,0
850,Female,43,8,0,0
599,Female,39,4,0,1
727,Male,28,1,0,0
470,Male,30,4,0,0
645,Male,40,6,1,0
599,Male,33,4,0,1
566,Male,63,2,1,0
523,Male,27,8,0,0
695,Male,45,3,1,0
657,Male,30,1,1,0
597,Male,33,9,0,0
575,Female,40,1,0,0
724,Female,69,5,1,0
694,Female,35,7,0,1
713,Male,53,6,0,1
707,Female,49,10,0,1
812,Female,49,8,0,1
558,Male,45,4,0,0
631,Female,22,6,1,0
603,Male,57,6,1,1
779,Female,48,2,0,1
492,Male,39,7,1,0
582,Male,31,2,1,0
605,Female,51,3,1,1
632,Male,41,0,1,0
626,Female,52,0,0,1
770,Male,36,2,1,0
622,Male,43,8,0,0
555,Male,30,1,0,0
802,Male,37,9,1,0
717,Male,31,4,0,0
600,Male,37,1,1,0
650,Male,25,7,1,0
696,Male,24,9,0,0
718,Male,43,5,0,0
599,Male,46,9,1,1
731,Female,21,8,0,1
415,Male,53,5,1,0
670,Female,42,5,1,0
753,Female,62,6,1,0
631,Male,51,8,0,0
466,Female,47,5,1,1
501,Male,27,4,0,0
782,Female,35,4,1,0
616,Male,31,7,1,0
712,Female,29,7,1,0
786,Male,32,2,0,0
652,Female,36,1,1,0
624,Male,26,9,0,0
676,Male,31,3,1,0
637,Male,51,1,0,1
804,Female,50,4,1,1
617,Female,45,1,0,0
540,Female,31,7,1,1
653,Male,43,0,0,0
561,Male,28,6,1,0
710,Male,34,8,1,0
444,Male,43,3,1,0
637,Female,33,7,0,0
684,Female,56,3,1,1
748,Female,31,1,0,0
779,Male,27,1,1,0
728,Female,43,5,1,0
711,Male,51,7,0,1
670,Female,29,9,0,0
635,Male,24,4,1,0
625,Male,43,4,0,0
608,Male,48,7,0,0
740,Female,37,5,1,0
763,Female,31,4,0,0
732,Male,41,8,1,0
671,Female,31,6,0,0
452,Female,35,8,1,0
814,Male,49,8,0,0
726,Female,26,1,1,0
658,Male,21,7,1,0
693,Female,28,8,1,0
608,Male,31,7,0,0
505,Male,43,5,0,0
576,Male,33,3,1,0
611,Female,30,9,0,0
680,Male,44,7,1,0
793,Female,41,3,0,0
588,Female,48,1,0,1
600,Male,29,8,1,0
511,Female,46,1,1,1
733,Female,38,3,0,0
511,Female,75,9,1,0
507,Male,36,9,0,1
655,Female,27,9,0,0
850,Male,31,6,1,0
609,Male,31,9,1,0
767,Male,31,6,1,0
625,Female,37,4,0,0
555,Male,33,5,1,0
662,Male,64,0,1,0
583,Female,26,10,0,0
607,Female,32,7,1,0
679,Female,37,8,1,0
655,Female,35,1,0,0
527,Male,33,9,0,0
714,Female,55,9,1,0
559,Female,43,1,1,0
833,Male,47,2,1,0
771,Female,23,7,0,0
743,Male,45,10,0,1
644,Male,48,8,1,1
646,Male,48,8,1,0
555,Male,40,10,1,0
685,Male,35,4,0,0
743,Male,59,5,1,1
675,Female,57,8,1,0
785,Female,36,2,1,0
613,Male,69,9,1,0
672,Male,39,2,0,0
635,Female,44,2,1,0
738,Male,31,9,0,0
740,Male,44,9,1,1
653,Male,35,6,1,0
603,Female,56,5,0,1
678,Female,60,2,1,0
682,Male,26,8,0,0
707,Male,32,9,0,0
601,Male,35,2,1,0
645,Male,43,9,0,1
679,Female,40,7,1,0
530,Male,23,1,1,0
702,Male,28,1,1,0
673,Male,32,8,0,0
850,Male,28,2,1,0
706,Male,28,3,1,0
608,Female,40,8,0,0
775,Female,30,10,1,0
820,Female,39,1,0,1
671,Male,34,10,0,0
785,Female,39,1,0,1
641,Female,40,4,1,0
603,Female,55,7,0,1
662,Male,20,9,0,0
744,Female,39,6,0,0
527,Male,28,6,0,0
609,Male,41,6,1,0
450,Male,25,9,1,0
647,Female,29,2,0,0
414,Male,38,8,1,1
548,Male,32,5,1,0
678,Male,83,6,1,0
591,Female,34,3,0,0
530,Female,29,5,0,0
698,Male,29,5,1,0
640,Female,33,6,1,0
775,Male,29,10,1,0
669,Female,47,9,0,0
566,Male,42,3,1,0
644,Male,33,7,1,0
629,Male,31,6,1,0
618,Female,40,1,1,0
684,Male,56,8,1,0
716,Male,33,2,1,0
584,Male,36,4,0,0
798,Female,60,6,0,1
787,Female,40,6,1,0
620,Female,29,3,1,0
850,Male,51,3,1,1
555,Male,62,4,1,1
834,Female,28,6,0,0
426,Female,34,3,1,0
713,Female,42,3,0,0
624,Male,55,7,1,1
697,Female,25,5,1,0
603,Male,31,1,0,0
554,Female,39,10,0,0
580,Female,65,1,1,0
850,Female,55,10,0,1
684,Female,48,10,1,0
698,Male,55,8,1,0
510,Female,44,4,0,1
793,Male,35,2,1,0
666,Female,36,3,0,0
637,Female,36,9,1,0
685,Female,43,1,1,0
741,Male,38,4,0,0
577,Female,39,4,0,0
695,Male,45,9,1,0
679,Male,45,3,0,0
660,Male,31,9,1,0
579,Male,35,1,0,0
732,Male,55,9,1,1
549,Male,36,6,0,1
635,Female,32,8,1,1
598,Male,38,0,0,0
660,Male,38,4,0,0
671,Female,34,6,0,0
566,Female,35,1,0,1
605,Female,43,8,0,0
518,Male,38,3,1,0
758,Female,33,7,0,0
607,Male,61,2,1,0
543,Male,22,8,0,0
622,Male,37,4,0,0
690,Male,44,9,0,0
742,Female,25,4,0,0
707,Female,33,2,1,0
687,Male,34,7,1,0
637,Male,40,8,1,0
705,Female,37,3,1,1
743,Male,43,2,1,1
725,Male,45,1,0,0
727,Female,52,1,0,1
602,Female,48,7,0,0
663,Female,46,6,1,1
683,Female,39,2,0,0
719,Male,36,3,1,0
645,Female,38,5,1,0
700,Male,46,5,0,1
518,Female,27,1,1,0
731,Male,29,5,0,0
487,Male,24,7,1,0
799,Male,31,9,1,1
582,Male,41,1,0,0
660,Male,37,2,0,0
747,Male,37,9,0,1
742,Female,44,8,1,1
658,Female,44,6,0,0
667,Male,23,1,0,0
659,Male,29,6,1,1
510,Female,32,1,1,0
709,Female,36,7,1,1
805,Male,39,2,0,0
606,Female,46,8,1,0
554,Female,45,6,1,0
645,Female,36,8,1,1
737,Male,45,10,0,0
764,Female,24,0,0,0
598,Female,35,8,1,0
729,Female,42,7,0,1
639,Male,32,9,0,0
788,Female,57,8,1,1
718,Male,40,9,0,0
659,Female,42,2,0,1
509,Male,38,2,0,0
694,Male,30,2,1,0
576,Male,55,9,1,0
768,Male,54,8,1,0
850,Male,32,4,1,0
537,Female,53,3,1,0
560,Female,43,4,0,1
591,Female,35,2,0,0
537,Female,41,3,0,0
645,Male,45,6,1,0
684,Male,54,6,1,0
627,Male,41,5,1,0
824,Male,77,3,1,0
752,Male,44,6,0,0
546,Female,27,8,1,0
723,Male,28,4,1,0
643,Male,41,2,0,0
673,Male,72,1,1,0
655,Female,30,1,1,0
611,Female,41,2,0,0
545,Female,32,4,0,0
637,Male,27,1,0,0
768,Male,29,2,1,0
662,Male,34,2,1,0
624,Female,23,6,1,0
633,Male,29,7,1,0
559,Male,34,2,0,0
654,Male,40,6,0,1
600,Male,35,4,0,0
599,Male,30,9,1,0
452,Female,32,5,1,0
519,Female,38,7,0,0
499,Female,42,0,1,1
572,Male,24,1,1,0
775,Male,30,4,1,0
667,Male,35,4,0,0
634,Female,59,3,0,1
755,Male,30,4,1,0
640,Male,62,3,1,0
579,Male,39,5,1,0
652,Female,42,4,1,0
757,Male,31,10,0,0
592,Male,31,7,0,0
616,Male,29,8,0,0
512,Female,35,5,1,0
711,Female,45,1,0,0
588,Female,30,0,0,1
708,Male,19,7,1,0
628,Female,22,3,0,0
437,Female,26,1,1,0
548,Male,44,8,0,0
546,Female,25,3,0,0
841,Male,41,1,1,0
630,Female,40,7,1,0
618,Male,48,7,0,1
671,Male,30,2,1,0
667,Female,42,10,0,0
779,Male,32,10,0,0
509,Female,46,1,0,1
577,Male,48,6,0,0
609,Male,77,1,1,0
490,Female,41,0,1,0
548,Male,38,0,0,0
719,Male,39,5,0,0
841,Female,52,5,0,1
701,Male,40,5,1,1
755,Female,37,0,1,0
682,Female,29,6,0,1
615,Male,32,7,1,0
780,Male,51,4,0,1
725,Female,25,9,1,0
763,Female,53,4,0,1
650,Male,60,8,1,0
703,Male,39,1,1,1
569,Female,28,3,0,1
606,Female,23,10,1,0
521,Female,29,2,1,0
776,Female,38,2,0,0
608,Female,56,5,1,0
741,Male,40,4,0,1
703,Male,20,3,1,0
559,Male,34,0,0,0
638,Female,34,7,0,0
791,Male,36,6,1,0
619,Female,31,3,1,0
570,Female,18,4,0,0
712,Male,47,1,1,0
654,Female,36,2,1,0
754,Female,39,8,1,0
693,Male,25,6,1,0
732,Male,26,7,0,0
621,Male,33,4,1,0
646,Male,24,0,1,0
593,Male,32,10,0,0
752,Female,36,2,0,0
677,Female,44,4,1,0
712,Female,27,2,0,0
731,Male,31,1,1,0
764,Female,33,9,1,0
415,Male,32,5,1,0
579,Male,37,5,0,0
778,Female,33,9,0,1
675,Female,32,2,0,0
449,Female,37,6,0,0
751,Male,54,9,1,0
693,Female,43,4,0,0
555,Male,55,4,1,0
498,Female,30,1,0,0
514,Male,45,1,0,0
576,Male,45,5,0,0
744,Male,34,3,0,0
841,Female,31,3,1,0
583,Male,27,7,0,0
521,Female,32,2,1,0
508,Female,31,7,1,0
535,Female,49,7,0,0
696,Male,28,8,0,0
850,Female,40,4,0,0
612,Female,63,2,0,1
684,Male,37,4,1,0
689,Male,26,4,1,0
543,Male,23,5,0,0
746,Female,29,4,1,0
588,Male,33,2,1,0
682,Male,42,0,1,0
635,Female,48,4,0,0
850,Female,33,3,1,0
527,Male,47,1,0,1
712,Female,31,7,0,0
683,Female,36,7,0,0
489,Male,40,3,0,0
775,Male,27,4,1,0
583,Male,40,9,0,0
685,Female,50,6,1,1
637,Female,34,9,0,0
620,Male,28,9,1,0
551,Female,48,5,0,0
703,Male,42,9,1,0
591,Male,46,4,0,0
461,Female,35,8,0,0
649,Female,52,8,0,0
850,Female,70,5,1,0
726,Female,35,9,1,0
793,Male,25,3,0,0
602,Male,38,7,0,0
668,Female,28,1,0,0
549,Female,55,1,1,1
574,Male,36,3,1,0
492,Male,39,10,0,0
648,Male,26,9,0,0
484,Male,36,8,0,0
551,Male,49,1,1,0
556,Female,52,9,0,1
632,Male,50,2,0,0
668,Female,35,6,1,0
627,Female,57,9,1,0
536,Male,39,4,0,0
596,Male,60,7,1,0
775,Female,38,6,0,0
665,Male,35,8,0,0
604,Female,47,4,1,1
716,Female,44,1,1,0
553,Female,48,3,1,1
697,Female,23,10,1,0
779,Male,49,9,0,0
720,Female,43,6,0,0
492,Male,35,4,0,0
585,Male,44,7,1,0
667,Male,42,7,1,1
665,Female,32,10,1,0
620,Male,28,8,1,0
623,Female,34,9,0,0
485,Male,29,7,0,1
846,Female,41,5,0,1
661,Male,42,2,0,1
678,Female,55,5,1,1
571,Male,44,9,0,0
489,Male,38,8,1,0
595,Female,25,7,1,0
670,Female,40,3,1,0
789,Male,31,4,1,0
546,Female,45,2,0,1
697,Female,42,10,0,0
543,Female,57,1,1,1
655,Male,32,9,0,0
807,Female,36,4,1,0
438,Male,38,2,0,0
619,Female,45,0,0,0
497,Male,37,8,1,0
570,Female,36,3,0,0
647,Female,35,6,1,0
683,Male,39,4,0,0
709,Male,62,3,1,0
771,Male,32,5,1,0
569,Female,35,4,0,0
699,Male,29,3,1,0
617,Male,54,6,1,0
350,Female,60,3,0,1
808,Male,47,8,1,0
850,Male,31,4,0,0
538,Female,42,9,0,0
477,Female,48,2,1,0
453,Female,38,8,0,0
673,Male,37,2,1,0
516,Female,47,9,0,1
754,Female,27,7,0,0
651,Female,65,0,1,0
557,Female,24,4,0,0
521,Female,49,4,0,1
589,Male,34,6,1,0
850,Female,45,2,1,0
595,Female,53,7,0,1
850,Female,34,4,1,0
643,Male,41,7,1,0
674,Female,45,6,1,0
464,Female,34,5,1,0
484,Male,41,5,1,0
629,Male,41,10,0,0
736,Female,42,7,0,1
628,Male,50,8,0,1
627,Female,32,1,0,0
571,Female,22,3,1,0
648,Male,42,2,0,0
669,Female,44,8,0,1
727,Female,41,10,1,0
745,Male,45,10,1,1
587,Male,33,8,0,0
850,Female,31,1,1,0
706,Male,32,5,1,0
665,Male,32,1,0,0
849,Female,41,9,0,0
588,Female,42,2,0,0
791,Female,35,7,0,0
608,Male,33,9,0,0
601,Male,28,6,0,0
675,Female,33,6,0,0
748,Female,40,3,0,0
622,Female,26,8,1,0
497,Male,27,7,0,0
430,Male,35,1,0,0
632,Male,40,3,0,0
621,Female,34,2,0,0
778,Male,42,6,1,0
686,Male,26,1,1,0
780,Male,71,9,1,0
411,Male,29,0,1,0
657,Male,29,7,0,0
705,Female,44,10,0,1
659,Male,27,4,0,0
641,Female,36,5,0,0
643,Female,20,0,1,0
725,Female,36,1,1,0
606,Male,27,2,0,0
570,Male,34,10,1,0
608,Male,33,4,1,0
769,Female,26,7,0,0
655,Female,37,4,0,1
641,Female,38,3,0,0
630,Female,31,1,1,0
580,Male,50,0,0,1
765,Female,32,9,0,0
793,Male,32,2,0,1
712,Male,38,7,1,0
769,Female,73,1,1,0
555,Male,48,3,1,0
633,Male,40,5,1,0
701,Female,39,9,1,0
672,Male,47,1,0,0
756,Male,41,6,1,1
592,Male,55,8,1,0
807,Female,60,1,1,0
695,Male,35,7,0,0
650,Female,55,2,1,1
545,Male,33,1,1,0
477,Male,34,8,1,0
662,Male,59,2,0,1
645,Female,49,5,1,1
492,Female,28,9,0,0
487,Female,34,2,0,0
621,Female,31,8,1,0
670,Male,37,4,0,0
700,Male,28,8,0,0
537,Male,38,3,0,0
773,Male,47,2,1,1
670,Male,33,1,1,0
506,Male,28,8,1,0
699,Male,44,8,0,0
627,Male,44,6,0,1
662,Female,36,4,0,1
585,Male,54,8,1,0
714,Female,31,4,1,0
688,Male,52,1,1,0
747,Male,61,7,1,0
543,Female,42,5,0,0
648,Female,27,7,1,0
535,Male,48,5,1,1
590,Female,40,2,0,0
600,Female,32,7,0,0
783,Female,59,9,1,0
686,Male,32,6,1,0
663,Male,42,7,0,0
627,Male,27,1,1,0
543,Female,67,0,1,0
655,Female,40,0,1,1
518,Male,59,5,1,0
616,Female,42,6,0,0
718,Male,38,7,0,0
712,Female,29,3,0,0
680,Male,32,5,0,0
599,Female,41,1,0,0
554,Female,39,10,1,0
648,Female,51,2,0,1
730,Male,23,8,0,0
635,Female,37,9,1,0
725,Female,39,5,0,0
729,Female,36,8,0,0
769,Female,27,2,1,0
530,Male,25,9,0,0
625,Male,34,6,0,0
691,Male,38,1,0,0
620,Male,42,9,1,0
805,Female,39,5,0,1
534,Male,36,4,0,0
636,Female,38,1,0,0
651,Female,25,8,1,0
593,Male,41,6,1,0
569,Male,43,8,1,0
808,Male,45,7,0,0
795,Female,33,9,1,1
655,Male,37,8,0,0
640,Female,30,5,1,0
615,Male,61,9,0,1
678,Male,43,1,0,1
660,Female,61,5,1,0
617,Female,79,7,1,0
594,Male,18,1,0,0
584,Female,35,2,0,0
831,Male,30,2,1,0
593,Female,46,7,0,0
476,Female,34,10,0,0
686,Female,44,7,0,0
655,Male,27,2,0,0
474,Female,30,9,0,0
685,Female,30,4,1,0
587,Male,42,1,0,0
724,Female,34,3,0,0
632,Male,27,4,1,0
593,Male,36,2,0,0
684,Female,36,4,0,0
660,Male,30,1,1,0
680,Male,33,10,0,0
594,Male,35,2,1,0
670,Male,35,2,1,0
850,Female,34,3,1,0
510,Male,31,0,0,1
677,Male,36,4,0,0
562,Female,51,1,1,1
578,Female,38,4,0,1
667,Female,56,8,0,1
635,Male,41,1,0,0
585,Female,56,1,0,1
581,Male,37,7,1,0
727,Female,31,3,0,0
395,Female,34,5,1,1
450,Female,46,5,0,0
623,Male,21,10,1,0
535,Male,40,7,0,1
561,Female,28,3,0,0
833,Male,29,1,1,0
573,Female,47,4,1,1
710,Male,23,6,1,0
581,Male,40,0,1,1
786,Female,29,4,0,0
744,Female,50,1,1,1
565,Female,32,4,1,0
622,Female,58,7,0,1
682,Male,50,6,1,0
673,Male,47,1,1,0
437,Male,28,2,0,0
638,Female,53,1,0,1
756,Female,23,1,1,0
733,Male,74,3,1,0
586,Male,64,1,1,0
850,Male,37,4,1,0
703,Male,36,2,0,0
523,Female,36,8,0,0
632,Male,38,1,0,0
678,Female,37,8,1,0
726,Female,38,4,0,0
423,Female,36,5,0,1
828,Male,30,4,0,0
581,Female,43,5,0,1
563,Female,34,6,0,0
761,Male,62,5,0,1
775,Male,70,6,1,0
730,Female,41,4,0,0
762,Male,32,10,0,0
727,Male,28,5,1,0
583,Female,31,4,0,0
798,Male,22,8,0,0
546,Female,58,3,0,1
610,Female,25,2,0,0
742,Female,41,4,1,1
689,Male,38,2,1,0
641,Male,35,5,0,0
694,Male,31,4,0,0
763,Female,61,1,1,0
793,Female,63,9,1,0
449,Female,21,7,0,0
793,Female,36,0,0,0
731,Male,29,10,1,0
585,Female,28,9,1,0
731,Male,25,8,0,0
667,Male,43,8,0,1
583,Female,41,5,0,0
776,Male,33,8,0,1
765,Male,41,4,0,0
534,Female,34,7,1,0
592,Male,35,6,0,1
675,Female,33,0,0,1
609,Male,39,3,1,0
781,Male,33,3,0,0
655,Male,34,7,0,1
759,Male,31,8,1,0
603,Male,31,4,1,0
651,Male,45,4,0,0
745,Male,47,5,0,0
850,Female,24,1,1,0
703,Male,56,9,0,1
505,Female,37,10,1,0
728,Female,35,8,0,1
553,Male,38,1,0,0
754,Female,27,8,0,0
539,Male,38,5,0,0
524,Male,29,3,0,1
736,Female,26,0,1,0
754,Male,38,2,0,0
746,Female,34,4,1,0
651,Female,39,6,0,0
638,Male,34,5,0,0
638,Male,46,9,0,0
838,Female,67,4,1,0
786,Male,24,2,1,0
686,Female,41,10,0,0
631,Male,29,2,1,0
753,Male,57,7,0,1
568,Female,44,7,0,1
812,Male,44,4,0,0
791,Female,33,10,0,1
671,Female,42,6,0,0
751,Male,38,7,0,0
632,Female,21,1,0,0
789,Male,27,6,0,0
731,Female,47,1,0,1
703,Male,39,6,0,0
547,Female,49,2,0,1
716,Male,66,5,0,1
687,Male,38,9,1,0
677,Male,38,4,0,0
598,Male,39,1,0,0
696,Male,42,7,0,0
658,Female,32,5,1,0
696,Male,30,4,1,0
707,Female,40,5,0,0
777,Female,28,2,1,0
839,Male,47,2,1,1
640,Male,55,10,0,0
677,Male,18,8,1,0
507,Female,31,0,1,0
714,Female,52,2,1,1
619,Female,40,10,1,1
592,Male,28,5,0,0
596,Male,47,5,1,0
671,Male,45,2,1,0
695,Female,42,7,0,0
484,Female,50,2,0,0
575,Male,52,8,0,1
755,Female,43,9,0,0
824,Male,49,8,1,0
670,Male,43,1,0,0
802,Male,29,9,1,0
540,Male,48,2,0,1
586,Female,52,6,1,0
658,Male,31,5,1,0
606,Male,47,3,1,1
536,Male,35,8,0,0
445,Female,34,7,1,0
614,Male,39,3,0,0
581,Female,43,4,1,0
800,Female,40,3,0,0
531,Female,53,5,0,1
629,Male,39,2,0,0
657,Female,38,5,0,1
760,Female,49,9,0,1
809,Male,33,8,0,0
706,Male,30,3,1,0
625,Female,49,4,0,1
516,Male,27,9,0,1
802,Male,41,6,0,0
529,Male,32,9,0,0
718,Female,49,10,1,0
716,Female,23,2,1,0
744,Male,47,9,0,0
689,Female,40,4,0,1
657,Female,48,5,0,1
711,Female,21,0,1,0
790,Female,41,2,0,0
701,Female,39,9,1,0
717,Male,33,1,0,0
815,Male,37,1,0,0
599,Male,58,4,0,1
739,Male,41,5,0,0
706,Female,35,8,1,0
742,Female,35,2,1,0
564,Male,41,9,1,0
594,Male,38,6,1,0
826,Male,55,4,0,0
764,Female,24,7,0,0
619,Female,41,8,0,0
704,Female,40,6,1,0
653,Male,44,8,1,0
850,Female,32,0,0,0
635,Female,37,3,0,0
615,Male,32,1,0,0
606,Female,27,6,1,0
757,Male,36,1,0,0
687,Female,44,9,0,1
579,Male,22,3,1,0
802,Female,60,3,0,1
779,Female,41,10,0,0
742,Female,36,2,0,1
489,Male,34,5,0,0
655,Female,50,10,0,1
669,Male,50,9,0,1
610,Male,37,0,0,0
620,Male,39,9,0,1
695,Female,50,8,0,1
689,Female,55,4,1,0
642,Male,38,3,0,0
511,Female,40,1,1,0
682,Male,36,5,0,0
799,Female,30,9,0,0
524,Female,31,10,1,0
487,Male,53,4,1,1
610,Male,36,7,1,0
809,Male,41,1,0,0
633,Male,59,2,1,0
650,Male,41,9,1,0
624,Female,52,0,0,1
581,Female,50,4,1,0
794,Female,41,7,0,1
552,Male,38,10,1,0
633,Female,26,8,1,0
556,Male,37,9,0,1
597,Female,29,5,1,0
718,Male,32,8,1,0
773,Female,41,5,0,1
517,Male,62,1,0,1
553,Male,38,3,0,0
564,Male,31,0,1,0
702,Male,44,9,0,1
538,Male,43,5,0,0
788,Female,70,1,1,0
673,Male,41,5,1,0
657,Male,25,2,0,0
583,Female,42,4,0,0
762,Male,28,3,1,0
749,Female,28,3,0,0
565,Female,40,1,1,0
794,Female,41,7,1,0
542,Male,32,2,1,0
608,Male,50,6,0,1
582,Male,25,9,0,0
737,Male,54,9,0,1
849,Female,49,9,0,1
746,Male,36,2,1,0
638,Female,32,0,0,0
627,Male,73,0,1,0
567,Female,23,9,1,0
491,Male,26,4,1,0
716,Female,22,8,1,0
681,Male,29,8,0,0
645,Male,49,8,0,0
521,Female,22,10,1,0
689,Female,55,1,0,1
710,Male,22,8,0,0
416,Female,41,10,0,0
505,Male,43,6,0,0
583,Female,22,2,1,0
607,Female,32,6,0,0
612,Female,36,5,0,0
717,Male,35,7,1,0
534,Male,29,7,1,0
670,Male,40,2,0,1
639,Male,39,6,0,0
617,Male,40,5,1,0
815,Female,57,5,0,1
850,Female,28,2,1,0
648,Male,49,5,0,1
597,Male,45,7,0,0
704,Male,48,8,1,0
561,Male,34,1,1,0
589,Female,36,9,0,0
704,Male,41,4,1,0
633,Male,29,6,0,0
749,Female,32,7,1,0
556,Female,40,8,0,0
535,Female,30,5,0,1
739,Male,58,2,1,0
584,Female,62,9,1,0
743,Female,35,1,0,0
702,Female,23,7,0,0
718,Female,37,7,1,0
838,Female,40,6,1,1
789,Female,32,7,0,0
674,Male,47,6,1,1
596,Male,40,5,0,1
552,Male,55,3,1,0
640,Male,34,1,0,0
651,Male,45,1,0,1
655,Female,51,3,1,0
658,Female,24,2,1,0
610,Female,27,4,0,0
429,Male,24,4,0,0
749,Female,33,10,1,0
667,Male,27,2,0,0
641,Female,35,4,0,0
666,Male,43,5,0,0
757,Male,29,8,0,0
711,Female,32,1,0,0
816,Male,31,8,1,0
769,Female,31,7,0,0
637,Male,36,2,1,0
789,Female,27,8,1,0
577,Male,60,10,1,0
664,Male,48,10,0,1
649,Male,78,4,1,0
471,Female,36,5,1,0
506,Female,32,3,1,0
611,Male,30,2,0,0
636,Female,35,2,1,0
793,Female,34,5,0,0
602,Female,35,5,0,0
592,Female,66,5,1,0
739,Male,29,3,1,0
529,Male,28,9,1,0
847,Female,35,5,1,0
673,Male,37,4,0,0
613,Female,30,5,0,0
560,Male,47,1,0,1
603,Male,24,1,0,0
595,Male,52,9,1,1
850,Male,27,1,1,0
774,Male,36,7,1,0
577,Female,39,10,0,0
573,Female,30,6,0,0
556,Female,43,4,1,0
544,Female,33,6,1,0
542,Female,59,2,0,1
772,Male,36,3,1,0
478,Female,32,6,1,0
690,Male,36,10,0,0
574,Male,26,8,1,0
772,Male,43,6,1,0
769,Male,38,6,0,0
616,Female,45,6,1,1
679,Male,58,9,1,0
834,Male,34,5,0,0
584,Male,36,9,1,0
533,Male,51,6,0,1
477,Male,22,5,0,1
607,Male,40,1,1,0
669,Male,37,4,0,0
754,Female,50,7,1,0
606,Female,35,0,0,0
546,Female,47,8,1,1
651,Female,34,9,0,0
520,Male,61,8,1,0
835,Male,28,2,1,0
484,Male,40,7,0,0
648,Male,33,7,1,0
630,Female,40,0,1,1
528,Male,22,5,1,0
501,Male,57,10,1,0
624,Female,71,4,1,1
670,Male,36,3,0,1
700,Female,39,5,1,0
653,Female,25,2,1,0
772,Male,34,9,0,0
590,Female,32,0,0,0
599,Male,34,2,0,0
717,Male,36,2,0,1
756,Female,39,3,1,1
523,Male,36,8,0,0
480,Male,40,6,1,0
511,Female,33,3,0,0
477,Female,36,3,0,0
655,Female,78,2,1,0
692,Male,49,6,1,0
479,Male,27,2,1,0
501,Female,29,8,0,0
669,Male,29,9,1,0
676,Male,40,8,1,0
611,Female,37,6,0,0
543,Male,43,9,1,0
627,Male,40,10,1,0
657,Male,50,9,0,0
620,Female,29,1,0,0
719,Male,50,2,0,0
850,Male,44,7,0,1
680,Female,30,8,1,0
577,Female,31,4,1,0
539,Female,38,8,0,0
608,Female,40,7,0,0
703,Male,37,8,1,0
727,Male,52,4,1,0
654,Female,32,1,1,0
496,Female,43,3,1,0
564,Female,44,3,1,1
699,Female,32,4,1,0
651,Male,42,2,0,0
473,Male,48,8,0,0
593,Female,38,5,1,0
691,Female,34,7,1,0
724,Female,40,6,1,0
700,Female,32,8,1,1
551,Male,42,1,1,0
663,Male,28,4,1,0
618,Male,37,5,1,1
588,Male,38,1,0,0
599,Female,41,2,0,0
513,Male,40,3,0,0
679,Female,34,7,0,0
595,Female,33,9,1,0
709,Female,32,2,0,0
674,Female,31,1,0,0
