bathrooms,bedrooms,longitude,latitude,price,interest_level
1.0,1,-73.9642,40.757,3600,low
1.0,1,-73.9704,40.8005,3750,low
2.0,2,-73.9525,40.7779,6475,low
2.0,3,-73.9609,40.6883,5750,low
2.0,3,-73.9561,40.7695,4500,low
1.0,3,-73.9828,40.7192,4308,low
1.0,1,-73.9627,40.7581,3595,low
1.0,1,-73.974,40.7538,2500,medium
1.0,1,-73.9325,40.5845,1675,low
1.0,2,-73.9404,40.844,1900,low
1.0,3,-74.0072,40.7067,4650,low
2.0,3,-74.0046,40.7073,4850,low
1.0,1,-73.9528,40.7759,3530,low
1.0,2,-73.9864,40.7399,3770,medium
1.0,1,-73.976,40.7845,3995,low
1.0,2,-73.9865,40.7338,3495,low
2.5,3,-73.9919,40.6939,7070,low
1.0,2,-73.9887,40.7204,2925,low
1.0,2,-73.9184,40.7006,2000,medium
1.0,0,-73.9757,40.7462,2700,low
1.0,0,-74.0113,40.7069,2960,low
1.0,1,-73.9642,40.7583,3595,low
1.0,1,-73.985,40.7807,3400,low
2.0,4,-73.9227,40.6956,3300,low
1.0,1,-73.9865,40.7185,2950,medium
1.0,1,-73.9922,40.7556,3895,low
1.0,1,-74.0045,40.7292,3695,high
1.0,2,-73.977,40.7855,3200,low
1.0,1,-73.9816,40.7654,3250,low
1.0,0,-73.8452,40.7192,1600,medium
1.0,2,-73.9996,40.7405,3300,medium
3.0,3,-73.9528,40.7796,8000,low
1.0,2,-73.9814,40.7395,3600,low
1.0,3,-74.0059,40.7088,3100,medium
1.0,1,-73.9416,40.8163,1850,low
1.0,1,-73.9876,40.731,3195,low
1.0,1,-73.9861,40.6785,3640,low
1.0,1,-73.9919,40.7436,3500,medium
1.0,1,-73.985,40.6594,2000,high
2.0,2,-73.9572,40.7459,4310,low
1.0,1,-73.9807,40.729,2750,low
1.0,0,-73.9186,40.8665,1400,low
2.0,3,-73.954,40.7753,4000,high
1.0,2,-74.0044,40.7231,3625,low
1.0,1,-73.9894,40.7479,4130,low
1.0,2,-73.9401,40.8214,2000,low
1.0,2,-73.9572,40.7657,2800,low
1.0,0,-73.9445,40.8333,1400,high
1.0,1,-73.9958,40.753,2850,low
1.0,2,-74.0035,40.6813,2100,high
1.0,2,-73.9779,40.7413,3100,medium
2.0,2,-73.9465,40.7763,3800,low
3.0,4,-73.9808,40.7639,5800,low
1.0,1,-73.9298,40.8485,1550,low
1.0,2,-73.9901,40.7487,4200,low
1.0,1,-73.966,40.7606,4150,low
1.0,2,-73.9225,40.8689,2300,low
1.0,1,-73.9884,40.6861,2500,medium
1.0,1,-73.9503,40.7843,2795,low
1.0,1,-73.9544,40.7681,2200,medium
1.0,3,-73.9864,40.7399,5150,medium
1.0,1,-73.9114,40.8922,2095,low
1.0,0,-73.9795,40.7249,1900,high
2.0,3,-73.9735,40.7469,5500,low
1.0,2,-74.0018,40.7268,4050,low
1.0,2,-73.9751,40.7787,5900,low
1.0,2,-73.9603,40.7695,4550,low
2.0,2,-73.9756,40.789,7250,low
1.0,0,-73.9496,40.7803,1825,low
1.0,1,-73.9686,40.7539,2450,low
1.0,0,-73.969,40.7565,3395,low
1.0,0,-73.9467,40.7769,1950,low
1.0,1,-73.952,40.7168,3450,low
1.0,3,-73.9401,40.8438,3100,low
1.0,2,-73.9834,40.7242,2480,high
1.0,0,-73.9808,40.7426,2650,low
1.0,0,-73.9927,40.7301,3095,low
1.0,0,-73.9978,40.7612,2800,low
1.0,2,-73.9525,40.6533,2550,low
1.0,0,-73.9767,40.7777,2700,low
1.0,1,-73.9821,40.7575,2100,medium
1.0,0,-73.946,40.8265,1250,low
1.0,2,-73.996,40.7379,3550,low
1.0,1,-74.0162,40.7056,2490,medium
1.0,1,-73.9915,40.7678,4020,low
4.0,5,-73.953,40.7723,16900,low
2.0,3,-73.9748,40.7481,7250,low
1.0,2,-73.9898,40.7652,3400,low
1.0,1,-73.9677,40.7539,5250,low
1.0,0,-73.9497,40.7747,1800,low
1.0,1,-73.9863,40.7664,3195,low
1.0,2,-73.9938,40.7586,3200,medium
1.0,1,-73.9914,40.7032,3708,low
1.0,0,-74.0051,40.7482,3030,low
1.0,2,-74.0028,40.7344,3300,high
2.0,4,-73.9748,40.7481,6200,medium
1.0,0,-73.9887,40.7401,3495,low
1.0,1,-73.9911,40.6909,2400,medium
1.0,1,-73.9801,40.7207,3485,medium
1.0,2,-73.9827,40.7299,3000,low
1.0,1,-73.9831,40.7284,2200,low
1.5,4,-73.9596,40.7998,5100,low
1.0,0,-73.9955,40.6929,1950,low
1.0,3,-73.9877,40.7378,5695,medium
1.0,1,-73.8659,40.7902,1550,medium
1.0,2,-73.9784,40.6669,3475,medium
2.0,2,-74.0095,40.7054,5100,low
1.0,1,-73.9534,40.7838,3495,medium
2.0,2,-74.0148,40.7179,6280,low
2.0,2,-73.9755,40.7889,7250,low
1.0,3,-73.9531,40.8199,2600,medium
1.0,1,-73.9504,40.7159,2800,medium
1.0,1,-73.9659,40.7919,3300,low
2.0,3,-73.98,40.7485,6400,medium
1.0,1,-73.9864,40.7514,3000,medium
1.0,2,-73.969,40.7516,3100,low
1.0,0,-73.9657,40.7572,2250,low
1.0,1,-73.9865,40.7348,4200,low
2.0,3,-73.9829,40.7199,5395,low
2.0,2,-73.9592,40.7762,8500,low
1.0,0,-73.9462,40.8113,1600,medium
1.0,2,-73.9833,40.7277,3495,low
1.0,0,-73.9859,40.7701,4550,low
2.0,3,-74.0115,40.715,7895,low
1.0,2,-73.9724,40.7976,3450,low
2.0,3,-73.9885,40.761,3795,medium
1.0,0,-73.9492,40.7707,1795,medium
1.0,0,-73.9794,40.6881,2750,low
1.0,0,-73.9901,40.7601,2095,low
1.0,2,-73.9849,40.7269,3600,medium
1.0,0,-73.9849,40.7633,2950,low
1.0,1,-73.993,40.7635,3645,low
1.0,2,-73.9958,40.753,3275,low
1.0,1,-73.9668,40.8015,3000,low
1.0,1,-73.979,40.7638,3500,low
1.0,3,-73.9519,40.7832,3775,low
1.0,1,-73.9864,40.73,4450,low
1.0,1,-73.9763,40.7878,2800,low
2.0,5,-73.9821,40.7317,8000,low
2.0,3,-73.9663,40.8014,3700,high
1.0,1,-73.9513,40.777,2600,medium
1.0,0,-73.9971,40.7566,2495,medium
1.0,1,-73.9705,40.7892,3200,medium
1.0,1,-74.0002,40.6414,1700,low
1.0,2,-73.9864,40.7514,3200,low
1.0,0,-73.9493,40.774,1850,low
1.0,2,-73.9826,40.7302,3495,medium
2.0,2,-73.9394,40.7516,4100,low
1.0,2,-74.0108,40.7075,3445,low
1.0,2,-73.9796,40.7292,3900,low
1.0,1,-74.0047,40.7334,4875,low
2.0,4,-73.9872,40.7333,6795,medium
2.0,3,-73.9374,40.6808,2625,low
1.0,1,-73.9516,40.7802,1931,medium
1.0,1,-73.9961,40.7498,7350,low
1.0,1,-73.9998,40.7613,3400,low
1.0,1,-73.9947,40.7461,4095,low
1.0,1,-73.9487,40.7892,2300,low
2.0,3,-73.9789,40.7492,4490,medium
1.0,2,-73.9809,40.7278,2990,low
1.0,0,-73.9579,40.7701,1900,low
2.0,4,-74.0055,40.7111,5000,low
2.0,3,-73.9782,40.7447,6000,low
2.0,2,-73.9978,40.7612,5200,low
1.0,2,-73.9884,40.7255,3395,low
1.0,2,-73.9249,40.7705,1999,high
1.0,1,-74.0039,40.7325,4995,low
1.0,0,-73.9959,40.7381,2975,low
1.0,2,-73.9817,40.75,4500,low
1.0,3,-73.9803,40.7801,4700,medium
1.0,2,-73.9993,40.657,2075,high
1.0,1,-74.0042,40.7359,3600,low
1.0,3,-73.965,40.8029,4000,low
1.0,1,-73.9289,40.7763,2000,medium
1.0,1,-73.975,40.7333,3599,low
1.0,2,-73.9982,40.7568,3292,low
1.0,0,-73.9994,40.7606,2650,medium
4.0,4,-73.9653,40.7582,8895,medium
1.0,2,-73.9875,40.7743,2900,medium
1.0,1,-73.996,40.7332,4990,low
1.0,2,-73.9833,40.7323,3399,medium
1.0,2,-73.92,40.7033,2000,low
1.0,0,-73.9571,40.7478,2354,low
2.0,3,-73.952,40.7709,3400,medium
1.0,0,-74.0026,40.7512,3440,low
1.0,3,-73.9533,40.8238,2500,low
2.0,2,-73.999,40.761,5790,low
1.0,1,-73.9832,40.728,2800,low
2.5,1,-74.0086,40.7121,6395,low
1.0,2,-73.9862,40.7514,3250,low
2.0,4,-73.9927,40.7216,6500,low
1.0,0,-73.9677,40.7575,2095,low
1.0,4,-73.9592,40.6781,3500,low
1.0,1,-74.0179,40.7098,3725,low
1.0,2,-73.9856,40.7279,3350,low
1.0,1,-73.9863,40.7349,4200,low
1.0,1,-73.9945,40.7228,3600,low
1.0,0,-73.9837,40.7267,2325,low
1.0,1,-74.0015,40.7383,3095,low
2.0,2,-73.9631,40.7564,4900,low
1.0,3,-73.9597,40.8143,3000,high
1.0,3,-73.9765,40.7843,4495,low
1.0,0,-73.9814,40.7294,2300,low
2.0,3,-73.9636,40.755,4395,medium
2.0,3,-73.9876,40.7104,5300,low
1.0,3,-73.904,40.7015,2400,low
1.0,1,-73.94,40.7515,2700,low
1.0,1,-74.0086,40.7058,3075,medium
1.0,1,-73.9438,40.8157,1700,low
1.0,1,-73.9264,40.8668,1650,medium
1.0,2,-73.9472,40.7274,2500,medium
1.0,1,-73.9832,40.728,2800,low
2.0,3,-73.9564,40.7474,6275,low
2.0,3,-74.0112,40.718,5895,low
2.0,3,-74.004,40.7229,5000,medium
2.0,2,-73.9695,40.753,5495,low
2.0,2,-73.8491,40.726,2775,low
1.0,0,-73.9939,40.7586,2900,low
1.0,0,-73.9702,40.7492,2300,low
1.0,0,-74.0044,40.7231,2113,high
1.0,1,-74.0102,40.7065,3605,low
1.0,1,-73.9517,40.7803,2498,low
1.0,2,-73.9488,40.7699,2495,low
1.0,1,-73.9675,40.6891,2715,medium
1.0,1,-73.9507,40.773,2195,low
1.0,1,-73.9886,40.7751,2800,medium
2.5,3,-73.8607,40.7267,3900,low
2.0,3,-73.983,40.6969,3695,medium
1.0,2,-73.9354,40.8007,1925,high
1.0,2,-73.9387,40.8261,1895,low
1.0,1,-73.9765,40.7339,3755,low
1.0,0,-74.0112,40.7069,2960,low
2.0,2,-73.9842,40.6968,3629,low
1.0,3,-73.9523,40.7982,3300,low
1.0,2,-73.9824,40.7243,2390,medium
2.0,3,-73.9979,40.7177,4995,medium
1.0,1,-73.9728,40.7605,5700,low
1.0,0,-73.976,40.7476,2495,low
1.0,1,-73.9466,40.8193,1850,low
1.0,0,-73.9791,40.739,2395,low
1.0,2,-73.953,40.7772,3300,low
1.0,0,-73.9915,40.7583,3600,low
1.0,2,-73.8964,40.7678,2100,medium
1.0,1,-73.9225,40.8689,1650,low
1.0,1,-73.9674,40.7992,2450,low
1.0,0,-73.9478,40.7822,1938,low
1.0,1,-73.9603,40.7695,3450,low
1.0,1,-73.8541,40.8253,1450,low
1.0,0,-73.9868,40.7488,3150,low
1.0,3,-73.9666,40.7555,4975,low
1.0,2,-73.9547,40.6725,2595,low
1.0,1,-73.9202,40.8655,1325,high
1.0,1,-73.9866,40.7651,2585,low
1.0,0,-73.9838,40.7587,2200,low
2.0,3,-73.9978,40.7612,5250,low
2.0,2,-73.9789,40.7356,4885,low
1.0,1,-74.0055,40.7111,3630,low
1.0,2,-73.9797,40.7456,2850,medium
2.0,3,-73.9959,40.753,4600,medium
1.0,1,-74.0065,40.7081,2650,low
2.0,3,-73.9628,40.7633,6200,low
1.0,0,-73.9823,40.7448,2000,low
1.0,1,-73.9849,40.7807,2950,medium
1.0,2,-74.0072,40.7067,2950,low
1.0,3,-73.9836,40.7294,3050,low
1.0,0,-73.9539,40.7688,2050,low
1.0,1,-73.958,40.771,2300,low
2.0,4,-73.9546,40.6404,3400,low
2.0,5,-73.9695,40.753,6500,low
0.0,1,-73.9539,40.768,2150,low
1.0,1,-74.0101,40.7067,2495,medium
1.0,0,-73.9399,40.6773,1500,high
2.0,3,-73.9727,40.7436,4500,medium
1.0,2,-73.9742,40.796,3399,medium
1.0,3,-74.0099,40.7062,3750,medium
1.0,1,-74.0057,40.7356,4195,low
1.0,2,-73.9742,40.7476,2500,high
1.0,2,-74.0109,40.7191,5718,low
1.0,0,-73.977,40.764,2900,low
1.0,0,-73.9268,40.8618,1400,high
3.0,3,-73.955,40.7701,5300,low
1.0,1,-73.9817,40.7311,3930,low
1.0,0,-73.8525,40.7359,1525,low
1.0,1,-73.9994,40.7419,3450,low
1.0,1,-73.9578,40.8198,1950,medium
1.0,2,-73.9333,40.8481,2150,low
1.0,0,-73.9901,40.7239,2383,high
1.0,0,-73.9532,40.7745,2475,low
1.0,1,-73.9274,40.704,2395,low
2.0,3,-73.9761,40.7937,5600,low
1.0,1,-73.9817,40.7397,2750,low
1.0,1,-73.97710000000001,40.7829,4600,low
1.0,3,-73.988,40.7647,4395,medium
1.0,1,-73.9528,40.781,2775,low
1.0,0,-73.965,40.759,2650,medium
1.0,1,-73.9668,40.8015,3000,low
1.0,3,-73.9828,40.7192,5250,low
1.0,2,-73.9796,40.7497,3200,low
1.0,2,-73.9892,40.7282,2550,medium
1.0,1,-73.9964,40.7198,3100,low
1.0,3,-73.9832,40.7352,5200,low
1.0,1,-73.9572,40.7459,2653,low
1.0,1,-73.9982,40.7568,2500,medium
2.0,3,-73.9532,40.7793,7125,low
2.5,2,-73.9567,40.7662,8475,low
1.0,2,-73.8227,40.7656,2000,high
1.0,1,-73.984,40.747,5215,low
1.0,1,-73.9742,40.7476,2700,low
1.0,1,-73.974,40.7538,2700,low
1.0,1,-73.9875,40.7743,2000,high
3.0,2,-73.953,40.7723,8795,low
1.0,0,-73.9389,40.8184,1300,low
1.0,0,-73.9848,40.7635,2695,low
1.0,0,-73.9496,40.7793,1685,low
1.0,2,-73.9773,40.7463,2750,high
1.0,1,-73.9923,40.7412,5450,low
1.0,2,-74.0001,40.7276,3395,medium
1.0,0,-73.9805,40.7788,2700,low
3.0,3,-73.9834,40.7243,5500,low
1.0,1,-73.9372,40.8246,1750,low
1.0,2,-73.9223,40.6822,2000,medium
2.0,2,-73.9686,40.5757,2950,low
1.0,2,-73.9523,40.7783,2999,low
1.0,0,-73.96340000000001,40.799,1900,medium
2.0,3,-73.9727,40.7436,4500,medium
1.0,2,-73.9724,40.7976,3395,low
1.0,3,-74.0049,40.7365,5495,high
1.0,2,-73.969,40.7517,3100,medium
2.0,2,-73.9863,40.7708,9255,low
1.0,0,-73.9838,40.6694,1700,low
1.0,2,-73.9722,40.6368,2600,low
1.0,1,-73.9941,40.7638,3200,low
2.0,4,-73.9877,40.7378,7000,medium
1.0,1,-73.9797,40.7286,3550,low
1.0,1,-73.9914,40.7032,4070,low
1.0,1,-73.9598,40.6825,2600,low
2.0,4,-73.9978,40.7612,6000,medium
1.0,3,-73.9535,40.7775,3300,low
1.0,1,-73.9837,40.7674,3400,low
1.0,1,-73.976,40.7803,3645,low
1.0,2,-73.9999,40.7439,4000,medium
2.0,3,-73.9695,40.753,4200,high
1.0,2,-73.9866,40.7673,3550,low
1.0,4,-73.9927,40.7172,3995,low
1.0,2,-73.9744,40.7865,2500,medium
1.0,1,-73.9629,40.7124,2300,medium
1.0,1,-74.0068,40.7338,2595,medium
1.0,2,-73.99,40.7601,2875,low
2.0,2,-73.9857,40.7358,6250,low
1.0,1,-73.974,40.7538,2800,medium
1.5,5,-73.9826,40.7302,5295,low
1.0,0,-73.9362,40.797,1500,medium
1.0,1,-73.9946,40.7233,3795,low
1.0,0,-73.8614,40.7369,1516,medium
1.0,1,-73.9541,40.7995,2100,low
1.0,2,-73.9424,40.7862,2295,medium
1.0,1,-73.9772,40.7632,2950,low
1.0,3,-74.0075,40.7049,3450,medium
1.0,0,-73.9955,40.7531,2200,low
1.0,2,-73.9564,40.7481,2865,medium
1.0,1,-73.9992,40.761,3129,low
1.0,0,-73.9506,40.7716,2700,low
2.0,2,-73.9727,40.7436,6322,low
1.0,1,-73.9959,40.7233,3495,low
2.0,4,-73.9695,40.753,6000,high
2.0,2,-73.9563,40.7681,4995,low
1.0,2,-74.0057,40.7084,3995,medium
2.0,2,-73.981,40.7287,3799,low
2.0,4,-73.9865,40.7348,4950,low
1.0,0,-73.8638,40.7327,2050,low
1.0,1,-73.9739,40.7536,2900,low
1.0,2,-73.9992,40.754,2900,medium
1.0,1,-73.9817,40.7397,2750,low
2.5,4,-73.9713,40.7506,6850,low
2.0,2,-73.9578,40.6764,3450,low
1.0,2,-73.949,40.6754,1900,medium
1.0,0,-73.9641,40.8033,2400,low
1.0,1,-73.9846,40.7756,3050,medium
1.0,0,-73.9963,40.7391,2099,medium
1.0,3,-73.9488,40.7839,4000,low
1.0,0,-73.9859,40.7277,2295,medium
2.0,3,-73.9667,40.7947,6040,low
1.0,1,-73.9196,40.69,1875,medium
1.0,2,-73.9246,40.7387,2125,medium
1.0,2,-73.9419,40.7178,2650,low
1.0,2,-73.9789,40.7425,3300,low
1.0,1,-73.9677,40.7539,3200,low
3.0,3,-73.9633,40.7558,8000,low
1.0,1,-74.0056,40.7109,3900,low
1.0,0,-73.9836,40.7421,2295,medium
1.0,2,-74.0012,40.6853,3000,low
2.0,3,-74.0011,40.7232,14500,low
1.0,2,-73.9487,40.7845,3000,high
2.0,3,-74.0046,40.7073,4999,low
1.0,2,-73.9759,40.7415,3000,low
1.0,2,-73.9787,40.7269,2675,low
1.0,3,-73.9668,40.7556,6195,low
1.0,0,-73.9418,40.7939,1400,high
1.0,0,-73.9944,40.7569,1875,low
1.0,0,-73.9846,40.7756,3155,medium
1.0,3,-73.9591,40.764,4350,low
1.0,1,-73.9509,40.7735,2400,high
1.0,1,-73.9781,40.7658,3600,low
2.0,2,-73.952,40.7748,3500,low
1.0,1,-73.8486,40.7261,2000,low
1.0,0,-73.9915,40.7678,3011,low
1.0,0,-73.9854,40.7619,3381,low
1.0,3,-73.9228,40.6726,2295,medium
1.0,0,-74.0026,40.7512,3290,low
1.0,0,-73.9885,40.7248,2350,low
1.0,2,-73.9479,40.789,2380,low
2.0,2,-74.008,40.7321,6500,low
2.0,3,-73.9993,40.7328,6450,low
2.0,3,-73.946,40.8231,3250,low
1.0,1,-73.9625,40.797,2400,medium
1.0,2,-74.0048,40.7261,3171,medium
1.0,1,-74.0047,40.7334,4350,low
2.0,3,-73.983,40.6969,3625,low
1.0,1,-73.986,40.7609,4000,low
2.0,3,-73.9992,40.761,4500,medium
1.0,0,-73.954,40.7753,2500,medium
1.0,0,-73.9705,40.7505,2450,low
1.0,3,-73.9677,40.7902,4000,high
1.0,0,-73.9492,40.774,1875,low
1.0,2,-74.0085,40.7057,2675,high
1.5,2,-73.9835,40.7756,4895,low
1.0,3,-73.9403,40.8233,2900,low
1.0,0,-74.008,40.7052,2900,low
1.0,2,-73.9977,40.7325,5395,low
1.0,2,-73.9861,40.7282,2690,high
1.0,1,-73.9909,40.7448,4691,low
1.0,3,-73.9982,40.7568,4500,low
2.0,2,-73.9621,40.7669,3900,medium
1.0,2,-73.9298,40.7039,3200,low
1.0,0,-73.9566,40.7729,2400,low
1.0,2,-73.9282,40.7575,2200,low
2.0,3,-73.9915,40.7458,4550,medium
1.0,1,-73.9774,40.7444,3000,low
1.0,1,-73.9595,40.781,5250,low
1.0,0,-74.0028,40.7257,2675,low
2.0,2,-73.9618,40.7617,2895,low
1.0,1,-73.9597,40.7679,3495,low
1.0,2,-73.986,40.7297,3250,high
1.0,0,-73.9946,40.752,2525,high
2.0,3,-73.9663,40.7541,5500,low
1.0,1,-73.988,40.7138,2195,medium
1.0,2,-73.9772,40.7412,3100,low
1.0,1,-73.9819,40.722,2950,low
2.0,4,-73.9785,40.7208,7800,low
1.0,3,-73.9829,40.7806,4250,low
1.0,3,-73.9395,40.8212,2550,low
2.0,3,-73.9913,40.7642,5495,low
1.0,2,-73.9895,40.7291,3495,low
1.0,1,-73.9922,40.7556,3490,low
1.0,2,-73.9813,40.7407,3100,low
1.0,1,-73.9511,40.8078,2695,low
1.0,2,-73.9789,40.7425,3295,medium
1.0,2,-73.9378,40.7981,2000,low
1.0,0,-73.9723,40.7471,2600,medium
1.0,2,-73.9812,40.7449,3400,low
1.0,1,-73.9903,40.7468,6130,low
1.0,1,-74.0018,40.7268,2750,low
1.0,1,-73.9958,40.7233,3495,low
1.0,0,-74.0076,40.7047,3000,medium
2.0,2,-74.0035,40.724,11750,low
1.0,2,-73.9961,40.7191,4550,low
1.0,0,-73.905,40.8462,1050,high
1.0,1,-73.9403,40.7606,1800,low
1.0,1,-73.999,40.761,3590,low
1.0,2,-73.9901,40.7601,3495,low
1.0,0,-73.8519,40.7246,1550,medium
2.0,3,-73.8909,40.8657,2100,high
1.0,1,-73.9858,40.6879,2550,low
2.0,3,-73.9561,40.7695,4500,medium
1.0,0,-73.9256,40.7656,1795,low
1.0,1,-73.9588,40.6421,1600,medium
1.0,0,-73.9981,40.7372,2650,low
1.0,1,-74.0076,40.7074,3250,low
3.0,3,-73.9557,40.7761,11000,low
1.0,1,-73.9507,40.8032,2300,low
1.0,1,-73.989,40.7595,2600,low
1.0,2,-73.9839,40.7223,3300,low
1.0,0,-74.0096,40.7141,5000,low
1.0,3,-73.9401,40.8214,2500,low
1.0,0,-74.0046,40.7073,2900,low
1.0,2,-73.9839,40.7223,4600,low
1.0,0,-73.9757,40.7462,2589,low
1.0,1,-73.9286,40.7733,2600,low
1.0,1,-73.9847,40.7637,2980,low
1.0,2,-74.0217,40.634,2000,low
1.5,3,-73.9129,40.7025,2750,low
1.0,2,-73.9892,40.726,4195,low
1.0,2,-73.9482,40.7804,2900,low
2.0,3,-73.9739,40.7375,4700,low
1.0,3,-73.9912,40.6679,3350,medium
1.0,2,-73.9765,40.7489,3100,high
1.0,3,-73.9596,40.7624,3900,low
1.0,1,-73.9246,40.7652,1950,medium
1.0,1,-73.978,40.7351,6175,low
1.0,2,-73.9827,40.7299,2990,high
1.0,1,-73.9791,40.7276,2695,low
2.0,2,-74.0055,40.7111,6171,low
2.5,4,-73.9651,40.759,6900,low
2.0,2,-73.9802,40.7394,4995,low
1.0,3,-73.9793,40.6621,3150,low
1.0,0,-73.9803,40.7825,2933,high
1.0,2,-73.9884,40.7255,3250,high
1.5,3,-73.9831,40.7228,4150,medium
1.0,1,-73.9788,40.781,3100,low
1.0,2,-73.9815,40.7435,3200,medium
1.0,1,-73.9525,40.7779,3600,low
1.0,1,-73.9496,40.7709,2395,low
1.0,2,-73.9303,40.6805,2500,medium
1.0,1,-73.9544,40.7368,2749,low
1.0,1,-74.0162,40.7056,2490,medium
1.0,3,-73.9487,40.7845,3695,medium
2.0,3,-73.9549,40.7888,10000,low
1.0,2,-73.9607,40.7675,3350,medium
2.0,3,-73.9805,40.7824,13500,low
1.0,3,-73.981,40.7639,5500,low
1.0,4,-73.9592,40.6781,3500,low
1.0,3,-73.9231,40.8667,2275,low
1.0,0,-73.9851,40.7437,3500,low
2.0,3,-73.98,40.7406,4600,low
1.0,2,-73.9727,40.7957,3900,medium
1.0,2,-74.0065,40.7081,2650,low
1.0,2,-73.9391,40.7519,2600,low
1.0,0,-73.9656,40.7575,2650,low
1.0,2,-73.9874,40.7392,4000,medium
2.0,4,-73.9903,40.7486,8500,medium
1.0,1,-73.9761,40.7937,2701,low
1.0,0,-73.9205,40.7423,1600,medium
1.0,1,-74.0048,40.7321,3695,low
1.0,1,-74.0047,40.7334,4100,low
2.0,3,-74.0056,40.733,6000,medium
1.0,2,-74.0112,40.7076,3600,low
1.0,0,-73.9809,40.7364,2095,high
2.0,2,-74.0057,40.7084,5075,low
1.0,1,-73.9963,40.6627,1795,low
1.0,2,-74.0257,40.6363,2000,medium
1.0,0,-74.0024,40.726,2295,high
2.0,2,-73.9897,40.7035,4130,low
1.0,0,-73.9833,40.7756,2795,low
1.0,1,-73.96340000000001,40.7998,2095,low
1.0,0,-73.9742,40.796,2300,medium
1.0,2,-74.0107,40.7093,3100,low
1.0,2,-73.945,40.8218,1950,low
2.0,3,-73.9841,40.7668,10500,low
1.0,2,-73.9382,40.8367,2700,low
1.5,3,-73.9779,40.7413,5000,low
2.0,3,-73.951,40.8029,3500,low
1.0,1,-73.9982,40.7568,3855,low
3.0,4,-73.9677,40.7606,6700,low
1.0,1,-73.9944,40.7518,3795,low
1.0,1,-73.9253,40.7448,1879,medium
1.0,1,-73.9482,40.7795,2150,low
2.0,3,-73.9198,40.694,2990,low
1.0,1,-73.9471,40.7815,2150,low
1.0,3,-73.9859,40.7272,7195,low
1.0,0,-73.9596,40.7692,2500,low
2.0,3,-73.979,40.7369,4300,medium
2.0,3,-73.9757,40.7461,7250,medium
1.0,2,-73.9358,40.8423,1700,low
1.0,2,-73.9724,40.7976,3000,low
2.5,3,-73.9533,40.768,5895,low
1.0,1,-73.9376,40.8404,1600,low
1.0,0,-73.9722,40.6368,1675,medium
1.0,2,-73.9568,40.775,2275,high
1.0,2,-73.9978,40.7612,3200,low
1.0,0,-73.99,40.7601,2125,low
1.0,1,-73.9851,40.7665,3300,low
1.0,1,-73.9909,40.7448,4196,low
1.0,0,-73.9847,40.7271,2400,low
1.0,0,-74.0021,40.7458,2350,low
1.0,0,-73.9978,40.7439,2300,high
2.0,3,-73.9421,40.7864,2900,medium
1.0,1,-73.9625,40.797,2490,low
1.0,2,-73.9415,40.8455,1900,medium
1.0,1,-73.953,40.8248,1745,medium
1.0,0,-74.0058,40.7087,2690,low
1.0,2,-74.0149,40.708,3000,low
1.0,1,-73.9551,40.7686,2025,low
1.0,0,-73.9739,40.7479,2550,low
1.0,0,-73.987,40.7682,2550,low
1.0,1,-73.957,40.8031,2500,low
1.0,2,-73.9671,40.7678,4395,low
1.0,1,-73.9659,40.7601,2600,low
1.0,1,-73.9544,40.7681,2250,low
1.0,1,-73.9625,40.7575,2650,medium
1.0,1,-73.9631,40.6533,2200,medium
1.0,1,-73.9789,40.7491,3100,low
1.0,1,-73.9512,40.7799,1900,low
1.0,0,-74.0122,40.7097,2870,low
1.0,0,-73.9464,40.7805,2538,low
1.0,0,-73.968,40.7573,2090,medium
1.0,1,-73.9434,40.7878,2597,low
1.0,1,-73.9625,40.7993,2500,low
1.0,0,-73.9838,40.7586,2150,medium
1.0,2,-73.9559,40.5847,2100,low
1.0,1,-73.9795,40.7817,2600,medium
2.0,2,-73.9812,40.7432,3300,low
1.0,0,-73.9979,40.7439,2450,medium
1.0,1,-74.0064,40.7346,3600,low
1.0,1,-73.9205,40.7423,2050,low
0.0,0,-73.9961,40.7528,2500,low
1.0,2,-73.9962,40.7593,3129,medium
1.0,3,-73.9604,40.7993,5000,low
1.0,1,-73.9676,40.7951,2640,medium
1.0,1,-74.0072,40.7067,2675,low
1.0,2,-73.974,40.7538,2990,high
1.0,2,-73.9862,40.7514,3250,medium
2.0,2,-73.9797,40.6898,5400,low
1.0,1,-73.9938,40.7625,2100,medium
1.0,0,-73.9797,40.6898,2441,medium
1.0,1,-74.0047,40.7332,2495,low
1.0,0,-73.9748,40.7886,2895,low
2.0,3,-73.979,40.7369,4300,high
1.0,0,-73.9578,40.8198,1650,low
1.0,2,-73.9919,40.6914,2950,medium
1.0,3,-74.0093,40.7052,4160,low
1.0,1,-74.0007,40.735,3350,low
2.0,2,-73.9978,40.7508,4395,low
1.0,4,-73.9266,40.7049,3697,medium
2.0,4,-73.9865,40.7348,7200,medium
1.0,3,-73.9865,40.7348,4595,high
1.0,1,-74.0047,40.7334,4900,low
1.0,2,-73.978,40.7438,3695,low
1.0,1,-74.0162,40.7056,3500,low
2.0,4,-73.9826,40.7299,6000,medium
1.0,2,-73.9629,40.7953,3050,low
1.0,1,-74.0021,40.7075,5190,low
1.0,3,-73.9881,40.6655,3500,low
1.0,2,-73.9661,40.7929,4400,medium
1.0,1,-73.9901,40.7601,2595,low
